Rank,Title,Ticker,Industry,Sector,HQ Location,Years on list,CEO,EPS,Employees,Revenues,Profits,Image URL,Website,geoCode
308,MasterCard,MA,Financial Data Services,Business Services,"Purchase, NY",7,Ajaypal S. Banga,3.1,10300,9473,3617,https://fortunedotcom.files.wordpress.com/2015/06/mastercard_8008341626_2c3a9269fd_b.jpg?quality=80&w=462&h=260&crop=1,http://www.mastercard.com,NY
309,Owens & Minor,OMI,Wholesalers: Health Care,Wholesalers,"Mechanicsville, VA",21,P. Cody Phipps,1.06,7800,9440,67,https://fortunedotcom.files.wordpress.com/2015/06/owenminor001.jpg?quality=80&w=462&h=260&crop=1,http://www.owens-minor.com,VA
310,Hormel Foods,HRL,Food Consumer Products,"Food, Beverages & Tobacco","Austin, MN",21,Jeffrey M. Ettinger,2.23,20400,9316,603,https://fortunedotcom.files.wordpress.com/2015/05/gettyimages-548777901.jpg?quality=80&w=840&h=485&crop=1,http://www.hormelfoods.com,MN
311,GameStop,GME,Specialty Retailers: Other,Retailing,"Grapevine, TX",9,J. Paul Raines,3.47,36000,9296,393,https://fortunedotcom.files.wordpress.com/2015/05/gamestop467499756.jpg?quality=80&w=462&h=260&crop=1,http://www.gamestopcorp.com,TX
312,Autoliv,ALV,Motor Vehicles and Parts,Motor Vehicles & Parts,"Auburn Hills, MI",17,Jan Carlson,5.06,55400,9241,468,https://fortunedotcom.files.wordpress.com/2015/05/autoliv_biw-sled-dummies.jpg?quality=80&w=462&h=260&crop=1,http://www.autoliv.com,MI
313,CenterPoint Energy,CNP,Utilities: Gas and Electric,Energy,"Houston, TX",21,Scott M. Prochazka,1.42,8540,9226,611,https://fortunedotcom.files.wordpress.com/2015/06/centerpoint-energy-linemen.jpeg?quality=80&w=840&h=485&crop=1,http://www.centerpointenergy.com,TX
314,Fidelity National Financial,FNF,Insurance: Property and Casualty (Stock),Financials,"Jacksonville, FL",8,Raymond R. Quirk,-,56883,9199,583,https://fortunedotcom.files.wordpress.com/2015/06/99174990.jpg?quality=80&w=840&h=485&crop=1,http://www.fnf.com,FL
315,Sonic Automotive,SAH,"Automotive Retailing, Services",Retailing,"Charlotte, NC",16,B. Scott Smith,1.84,9300,9197,97,https://fortunedotcom.files.wordpress.com/2015/05/sonicautomotive_2015_sonic_cadclt_1212.jpg?quality=80&w=462&h=260&crop=1,http://www.sonicautomotive.com,NC
316,HD Supply Holdings,HDS,Wholesalers: Diversified,Wholesalers,"Atlanta, GA",3,Joseph J. DeAngelo,0.02,15000,9167,3,https://fortunedotcom.files.wordpress.com/2015/06/hdsupply167c37011.jpg?quality=80&w=462&h=260&crop=1,http://www.hdsupply.com,GA
317,Charter Communications,CHTR,Telecommunications,Telecommunications,"Stamford, CT",15,Thomas M. Rutledge,-1.7,23200,9108,-183,https://fortunedotcom.files.wordpress.com/2015/05/ap266587685272.jpg?quality=80&w=840&h=485&crop=1,http://www.charter.com,CT
318,Crown Holdings,CCK,"Packaging, Containers",Materials,"Philadelphia, PA",21,Timothy J. Donahue,2.79,23000,9097,387,https://fortunedotcom.files.wordpress.com/2015/06/crown-holdings-inc-option-2.jpg?quality=80&w=462&h=260&crop=1,http://www.crowncork.com,PA
319,Applied Materials,AMAT,Semiconductors and Other Electronic Components,Technology,"Santa Clara, CA",20,Gary E. Dickerson,0.87,14475,9072,1072,https://fortunedotcom.files.wordpress.com/2015/06/1-applied-materials-semiconductor-equipment-cleanroom.jpg?quality=80&w=462&h=260&crop=1,http://www.appliedmaterials.com,CA
320,Mosaic,MOS,Chemicals,Chemicals,"Plymouth, MN",10,James C. O'Rourke,2.68,9100,9056,1029,https://fortunedotcom.files.wordpress.com/2015/06/mosaic.jpg?quality=80&w=462&h=260&crop=1,http://www.mosaicco.com,MN
321,CBRE Group,CBG,Real estate,Financials,"Los Angeles, CA",8,Robert E. Sulentic,1.45,52000,9050,485,https://fortunedotcom.files.wordpress.com/2015/05/cbre-group_17-la-hq-pic-2.jpg?quality=80&w=462&h=260&crop=1,http://www.cbre.com,CA
322,Avon Products,AVP,Household and Personal Products,Household Products,"New York, NY",21,Sherilyn S. McCoy,-0.88,33200,8851,-389,https://fortunedotcom.files.wordpress.com/2015/05/avon_avon-global-ambassador-fergie-shows-off-her-newest-avon-fragrance-outspoken-fresh-by-fergie.jpg?quality=80&w=462&h=260&crop=1,http://www.avoncompany.com,NY
323,Republic Services,RSG,Waste Management,Business Services,"Phoenix, AZ",6,Donald W. Slager,1.53,31000,8788,548,https://fortunedotcom.files.wordpress.com/2015/05/republic-services_rsg-photo-5.jpg?quality=80&w=462&h=260&crop=1,http://www.republicservices.com,AZ
324,Universal Health Services,UHS,Health Care: Medical Facilities,Health Care,"King of Prussia, PA",12,Alan B. Miller,5.42,58700,8764,545,https://fortunedotcom.files.wordpress.com/2015/05/universalhealthsvcs_005.jpg?quality=80&w=462&h=260&crop=1,http://www.uhsinc.com,PA
325,Darden Restaurants,DRI,Food Services,"Hotels, Resturants & Leisure","Orlando, FL",19,Eugene I. Lee Jr.,2.15,206489,8758,286,https://fortunedotcom.files.wordpress.com/2015/05/darden452852184.jpg?quality=80&w=462&h=260&crop=1,http://www.darden.com,FL
326,Steel Dynamics,STLD,Metals,Materials,"Fort Wayne, IN",6,Mark D. Millett,0.67,7780,8756,157,https://fortunedotcom.files.wordpress.com/2015/05/steeldynamics_dsc0663.jpg?quality=80&w=462&h=260&crop=1,http://www.steeldynamics.com,IN
327,SunTrust Banks,STI,Commercial Banks,Financials,"Atlanta, GA",21,William H. Rogers Jr.,3.23,24638,8707,1774,https://fortunedotcom.files.wordpress.com/2015/05/suntrust458812810.jpg?quality=80&w=462&h=260&crop=1,http://www.suntrust.com,GA
328,Caesars Entertainment,CZR,"Hotels, Casinos, Resorts","Hotels, Resturants & Leisure","Las Vegas, NV",15,Mark P. Frissora,-19.53,68000,8679,-2783,https://fortunedotcom.files.wordpress.com/2015/05/caesers471030544.jpg?quality=80&w=462&h=260&crop=1,http://www.caesars.com,NV
329,Targa Resources,TRGP,Pipelines,Energy,"Houston, TX",7,Joe Bob Perkins,2.43,1350,8617,102,https://fortunedotcom.files.wordpress.com/2015/06/targa.jpeg?quality=80&w=462&h=260&crop=1,http://www.targaresources.com,TX
330,Dollar Tree,DLTR,Specialty Retailers: Other,Retailing,"Chesapeake, VA",7,Bob Sasser,2.9,54050,8602,599,https://fortunedotcom.files.wordpress.com/2015/05/dollarstore452888496.jpg?quality=80&w=462&h=260&crop=1,http://www.dollartree.com,VA
331,News Corp.,NWSA,"Publishing, Printing",Media,"New York, NY",1,Robert J. Thomson,0.41,22000,8574,239,https://fortunedotcom.files.wordpress.com/2015/06/newscorpphoto-1.jpeg?quality=80&w=462&h=260&crop=1,http://www.newscorp.com,NY
332,Ball,BLL,"Packaging, Containers",Materials,"Broomfield, CO",19,John A. Hayes,3.3,14500,8570,470,https://fortunedotcom.files.wordpress.com/2015/05/ball_ball-beverage_golden.jpg?quality=80&w=462&h=260&crop=1,http://www.ball.com,CO
333,Thrivent Financial for Lutherans,,"Insurance: Life, Health (Mutual)",Financials,"Minneapolis, MN",21,Bradford L. Hewitt,-,3062,8521,753,https://fortunedotcom.files.wordpress.com/2015/05/thriventfinancial_fr_members_0987.jpg?quality=80&w=840&h=485&crop=1,http://www.thrivent.com,MN
334,Masco,MAS,"Home Equipment, Furnishings",Household Products,"Taylor, MI",21,Keith J. Allman,2.38,32000,8521,856,https://fortunedotcom.files.wordpress.com/2015/05/masco_milgard.jpg?quality=80&w=462&h=260&crop=1,http://www.masco.com,MI
335,Franklin Resources,BEN,Securities,Financials,"San Mateo, CA",10,Gregory E. Johnson,3.79,9266,8491,2384,https://fortunedotcom.files.wordpress.com/2015/05/franklin-resources140930-587.jpg?quality=80&w=462&h=260&crop=1,http://www.franklinresources.com,CA
336,Avis Budget Group,CAR,"Automotive Retailing, Services",Retailing,"Parsippany, NJ",18,Larry D. De Shon,2.22,26250,8485,245,https://fortunedotcom.files.wordpress.com/2015/05/avisbudget175681088.jpg?quality=80&w=462&h=260&crop=1,http://www.avisbudgetgroup.com,NJ
337,Reynolds American,RAI,Tobacco,"Food, Beverages & Tobacco","Winston-Salem, NC",16,Susan M. Cameron,2.75,5350,8471,1470,https://fortunedotcom.files.wordpress.com/2015/05/reynoldsamerican451910534.jpg?quality=80&w=462&h=260&crop=1,http://www.reynoldsamerican.com,NC
338,Becton Dickinson,BDX,Medical Products and Equipment,Health Care,"Franklin Lakes, NJ",21,Vincent A. Forlenza,5.99,30619,8446,1185,https://fortunedotcom.files.wordpress.com/2015/05/biosciences_innovation_sample-preparation_suzhou_jasmine-pan.jpeg?quality=80&w=462&h=260&crop=1,http://www.bd.com,NJ
339,Priceline Group,PCLN,Internet Services and Retailing,Technology,"Norwalk, CT",3,Darren R. Huston,45.67,12700,8442,2422,https://fortunedotcom.files.wordpress.com/2015/05/450564126.jpg?quality=80&w=840&h=485&crop=1,http://www.pricelinegroup.com,CT
340,Broadcom,BRCM,Semiconductors and Other Electronic Components,Technology,"Irvine, CA",7,Scott A. McGregor,1.08,10650,8428,652,https://fortunedotcom.files.wordpress.com/2015/05/broadcom-fortune-500.jpeg?quality=80&w=462&h=260&crop=1,http://www.broadcom.com,CA
341,Tenneco,TEN,Motor Vehicles and Parts,Motor Vehicles & Parts,"Lake Forest, IL",21,Gregg M. Sherrill,3.66,29000,8420,226,https://fortunedotcom.files.wordpress.com/2015/05/tennecot-jiading-plant-8704.jpg?quality=80&w=462&h=260&crop=1,http://www.tenneco.com,IL
342,Campbell Soup,CPB,Food Consumer Products,"Food, Beverages & Tobacco","Camden, NJ",21,Denise M. Morrison,2.59,19400,8405,818,https://fortunedotcom.files.wordpress.com/2015/05/gettyimages-169124935.jpg?quality=80&w=840&h=485&crop=1,http://www.campbellsoupcompany.com,NJ
343,AECOM,ACM,"Engineering, Construction",Engineering & Construction,"Los Angeles, CA",7,Michael S. Burke,2.33,43300,8357,230,https://fortunedotcom.files.wordpress.com/2015/05/aecom_halley-vi_-jmorris-0641.jpg?quality=80&w=462&h=260&crop=1,http://www.aecom.com,CA
344,Visteon,VC,Motor Vehicles and Parts,Motor Vehicles & Parts,"Van Buren Township, MI",14,Sachin Lawande,-6.25,25500,8343,-295,https://fortunedotcom.files.wordpress.com/2015/05/visteon_automaker_lightscape-1.jpg?quality=80&w=462&h=260&crop=1,http://www.visteon.com,MI
345,Delek US Holdings,DK,Petroleum Refining,Energy,"Brentwood, TN",1,Ezra Uzi Yemin,3.35,4361,8324,199,https://fortunedotcom.files.wordpress.com/2015/06/delekusrefining-bg-cropped.jpeg?quality=80&w=462&h=260&crop=1,http://www.delekus.com,TN
346,Dover,DOV,Industrial Machinery,Industrials,"Downers Grove, IL",21,Robert A. Livingston,4.59,26740,8322,775,https://fortunedotcom.files.wordpress.com/2015/05/dover_0268.jpg?quality=80&w=462&h=260&crop=1,http://www.dovercorporation.com,IL
347,BorgWarner,BWA,Motor Vehicles and Parts,Motor Vehicles & Parts,"Auburn Hills, MI",9,James R. Verrier,2.86,22000,8305,656,https://fortunedotcom.files.wordpress.com/2015/05/borgwarner_bwmain_imagesnt_req01.jpg?quality=80&w=462&h=260&crop=1,http://www.borgwarner.com,MI
348,Jarden,JAH,"Home Equipment, Furnishings",Household Products,"Boca Raton, FL",8,James E. Lillie,1.28,33000,8287,243,https://fortunedotcom.files.wordpress.com/2015/05/15_jardenar_penn10779.jpg?quality=80&w=462&h=260&crop=1,http://www.jarden.com,FL
349,UGI,UGI,Energy,Energy,"King of Prussia, PA",11,John L. Walsh,1.92,12800,8277,337,https://fortunedotcom.files.wordpress.com/2015/05/ugi_1.jpg?quality=80&w=462&h=260&crop=1,http://www.ugicorp.com,PA
350,Murphy Oil,MUR,"Mining, Crude-Oil Production",Energy,"El Dorado, AR",15,Roger W. Jenkins,5.03,1712,8263,906,https://fortunedotcom.files.wordpress.com/2015/05/murphy-oil_efs-6-lr.jpg?quality=80&w=462&h=260&crop=1,http://www.murphyoilcorp.com,AR
351,PVH,PVH,Apparel,Apparel,"New York, NY",5,Emanuel Chirico,5.27,25850,8241,439,https://fortunedotcom.files.wordpress.com/2015/05/gettyimages-461719866.jpg?quality=80&w=462&h=260&crop=1,http://www.pvh.com,NY
352,Core-Mark Holding,CORE,Wholesalers: Food and Grocery,Wholesalers,"South San Francisco, CA",6,Thomas B. Perkins,1.83,5933,8170,43,https://fortunedotcom.files.wordpress.com/2015/06/core-mark_96.jpeg?quality=80&w=462&h=260&crop=1,http://www.core-mark.com,CA
353,Calpine,CPN,Energy,Energy,"Houston, TX",14,John B. Hill,2.31,2052,8030,946,https://fortunedotcom.files.wordpress.com/2015/05/calpine_1074-01-cal-los-esteros-dusk-evening-1333.jpg?quality=80&w=462&h=260&crop=1,http://www.calpine.com,TX
354,D.R. Horton,DHI,Homebuilders,Engineering & Construction,"Fort Worth, TX",13,David V. Auld,1.5,5621,8025,534,https://fortunedotcom.files.wordpress.com/2015/05/001_exterior-front1.jpeg?quality=80&w=840&h=485&crop=1,http://www.drhorton.com,TX
355,Weyerhaeuser,WY,Forest and Paper Products,Materials,"Federal Way, WA",21,Doyle R. Simons,3.18,12800,7976,1826,https://fortunedotcom.files.wordpress.com/2015/05/weyerhauserimg_4698.jpg?quality=80&w=462&h=260&crop=1,http://www.weyerhaeuser.com,WA
356,KKR,KKR,Securities,Financials,"New York, NY",4,Henry R. Kravis,1.16,1209,7972,478,https://fortunedotcom.files.wordpress.com/2015/05/kkr_459956942.jpg?quality=80&w=462&h=260&crop=1,http://www.kkr.com,NY
357,FMC Technologies,FTI,"Oil and Gas Equipment, Services",Energy,"Houston, TX",7,John T. Gremp,2.95,20300,7943,700,https://fortunedotcom.files.wordpress.com/2015/05/fmctech_fmc-cover-art.jpg?quality=80&w=462&h=260&crop=1,http://www.fmctechnologies.com,TX
358,American Family Insurance Group,,Insurance: Property and Casualty (Stock),Financials,"Madison, WI",19,Jack C. Salzwedel,-,9205,7933,515,https://fortunedotcom.files.wordpress.com/2015/05/americanfamilyins-ep11.jpg?quality=80&w=840&h=485&crop=1,http://www.amfam.com,WI
359,SpartanNash,SPTN,Wholesalers: Food and Grocery,Wholesalers,"Grand Rapids, MI",5,Dennis Eidson,1.55,12300,7916,59,https://fortunedotcom.files.wordpress.com/2015/06/spartanash_family-fare_associate_1.jpg?quality=80&w=462&h=260&crop=1,http://www.spartannash.com,MI
360,WESCO International,WCC,Wholesalers: Diversified,Wholesalers,"Pittsburgh, PA",17,John J. Engel,5.18,9400,7890,276,https://fortunedotcom.files.wordpress.com/2015/05/wesco-calvert-cleveland-warehouse-interior-3.jpg?quality=80&w=462&h=260&crop=1,http://www.wesco.com,PA
361,Quanta Services,PWR,"Engineering, Construction",Engineering & Construction,"Houston, TX",3,James F. O'Neil III,1.35,24600,7851,297,https://fortunedotcom.files.wordpress.com/2015/05/quantasvcs-_20110909-img_5262-copy.jpg?quality=80&w=462&h=260&crop=1,http://www.quantaservices.com,TX
362,Mohawk Industries,MHK,zMiscellaneous,Household Products,"Calhoun, GA",16,Jeffrey S. Lorberbaum,7.25,32300,7803,532,https://fortunedotcom.files.wordpress.com/2015/05/mohawkindustries_karastan-commercial-palette-image.jpg?quality=80&w=462&h=260&crop=1,http://www.mohawkind.com,GA
363,Motorola Solutions,MSI,Network and Other Communications Equipment,Technology,"Schaumburg, IL",21,Gregory Q. Brown,5.29,15000,7785,1299,https://fortunedotcom.files.wordpress.com/2015/06/msi6.jpeg?quality=80&w=462&h=260&crop=1,http://www.motorolasolutions.com,IL
364,Lennar,LEN,Homebuilders,Engineering & Construction,"Miami, FL",11,Stuart A. Miller,2.8,6825,7780,639,https://fortunedotcom.files.wordpress.com/2015/05/181675825.jpg?quality=80&w=462&h=260&crop=1,http://www.lennar.com,FL
365,TravelCenters of America,TA,Specialty Retailers: Other,Retailing,"Westlake, OH",8,Thomas M. O'Brien,1.62,16330,7779,61,https://fortunedotcom.files.wordpress.com/2015/05/travelcenter_ta_foristell.jpg?quality=80&w=462&h=260&crop=1,http://www.ta-petrol.com,OH
366,Sealed Air,SEE,"Packaging, Containers",Materials,"Charlotte, NC",18,Jerome A. Peribere,1.2,24000,7751,258,https://fortunedotcom.files.wordpress.com/2015/06/sealed-air.jpeg?quality=80&w=462&h=260&crop=1,http://www.sealedair.com,NC
367,Eversource Energy,ES,Utilities: Gas and Electric,Energy,"Springfield, MA",20,Thomas J. May,2.58,8248,7742,820,https://fortunedotcom.files.wordpress.com/2015/05/eversourceenergyphoto_snow_cleanup_capecod_feb_16_0736-f500.jpg?quality=80&w=462&h=260&crop=1,http://www.eversource.com,MA
368,Coca-Cola Enterprises,CCE,Beverages,"Food, Beverages & Tobacco","Atlanta, GA",5,John F. Brock,2.63,11650,7680,663,https://fortunedotcom.files.wordpress.com/2015/05/gettyimages-470537960.jpg?quality=80&w=840&h=485&crop=1,http://www.cokecce.com,GA
369,Celgene,CELG,Pharmaceuticals,Health Care,"Summit, NJ",4,Robert J. Hugin,2.39,6012,7670,2000,https://fortunedotcom.files.wordpress.com/2015/05/celgenefrontgoodexpandedgood.jpg?quality=80&w=462&h=260&crop=1,http://www.celgene.com,NJ
370,Williams,WMB,Energy,Energy,"Tulsa, OK",21,Alan S. Armstrong,2.92,6742,7637,2114,https://fortunedotcom.files.wordpress.com/2015/05/north-liberty.jpg?quality=80&w=840&h=485&crop=1,http://www.williams.com,OK
371,Ashland,ASH,Chemicals,Chemicals,"Covington, KY",21,William A. Wulfsohn,3,11000,7621,233,https://fortunedotcom.files.wordpress.com/2015/06/ashlandannjin-02.jpg?quality=80&w=462&h=260&crop=1,http://www.ashland.com,KY
372,Interpublic Group,IPG,"Advertising, marketing",Business Services,"New York, NY",18,Michael I. Roth,1.12,47400,7537,477,https://fortunedotcom.files.wordpress.com/2015/05/interpublic-group.jpg?quality=80&w=462&h=260&crop=1,http://www.interpublic.com,NY
373,Blackstone Group,BX,Diversified Financials,Financials,"New York, NY",2,Stephen A. Schwarzman,2.58,2190,7485,1585,https://fortunedotcom.files.wordpress.com/2015/05/blackstone_unnamed.jpg?quality=80&w=462&h=260&crop=1,http://www.blackstone.com,NY
374,Ralph Lauren,RL,Apparel,Apparel,"New York, NY",7,Stefan Larsson,8.43,18500,7450,776,https://fortunedotcom.files.wordpress.com/2015/05/gettyimages-463852276.jpg?quality=80&w=462&h=260&crop=1,http://www.ralphlauren.com,NY
375,Quest Diagnostics,DGX,Health Care: Pharmacy and Other Services,Health Care,"Madison, NJ",15,Stephen H. Rusckowski,3.81,45000,7435,556,https://fortunedotcom.files.wordpress.com/2015/05/questdiagnostics_1.jpg?quality=80&w=462&h=260&crop=1,http://www.questdiagnostics.com,NJ
376,Hershey,HSY,Food Consumer Products,"Food, Beverages & Tobacco","Hershey, PA",21,John P. Bilbrey,3.77,21625,7422,847,https://fortunedotcom.files.wordpress.com/2015/05/130248096.jpg?quality=80&w=840&h=485&crop=1,http://www.thehersheycompany.com,PA
377,Terex,TEX,Construction and Farm Machinery,Industrials,"Westport, CT",12,John L. Garrison Jr.,2.79,20400,7404,319,https://fortunedotcom.files.wordpress.com/2015/05/terex_mp-cover.jpg?quality=80&w=462&h=260&crop=1,http://www.terex.com,CT
378,Boston Scientific,BSX,Medical Products and Equipment,Health Care,"Marlborough, MA",12,Michael F. Mahoney,-0.09,24000,7380,-119,https://fortunedotcom.files.wordpress.com/2015/06/bostonscientific_005.jpg?quality=80&w=462&h=260&crop=1,http://www.bostonscientific.com,MA
379,Newmont Mining,NEM,"Mining, Crude-Oil Production",Energy,"Greenwood Village, CO",12,Gary J. Goldberg,1.02,13720,7292,508,https://fortunedotcom.files.wordpress.com/2015/05/newmont-mining_002.jpg?quality=80&w=462&h=260&crop=1,http://www.newmont.com,CO
380,Allergan,,Pharmaceuticals,Health Care,"Irvine, CA",6,Brent Saunders,5.01,10500,7238,1524,https://fortunedotcom.files.wordpress.com/2015/05/allergen_restasis-60-count-image.jpg?quality=80&w=462&h=260&crop=1,http://www.allergan.com,CA
381,O’Reilly Automotive,ORLY,Specialty Retailers: Other,Retailing,"Springfield, MO",6,Gregory L. Henslee,7.34,50853,7216,778,https://fortunedotcom.files.wordpress.com/2015/06/oreilly_storefront_sunset2.jpg?quality=80&w=462&h=260&crop=1,http://www.oreillyauto.com,MO
382,Casey’s General Stores,CASY,Specialty Retailers: Other,Retailing,"Ankeny, IA",5,Robert J. Myers,3.26,20924,7194,127,https://fortunedotcom.files.wordpress.com/2015/05/caseysstore.jpg?quality=80&w=462&h=260&crop=1,http://www.caseys.com,IA
383,CMS Energy,CMS,Utilities: Gas and Electric,Energy,"Jackson, MI",21,John G. Russell,1.74,7726,7179,477,https://fortunedotcom.files.wordpress.com/2015/05/cmsenergy001.jpg?quality=80&w=462&h=260&crop=1,http://www.cmsenergy.com,MI
384,Foot Locker,FL,Specialty Retailers: Apparel,Retailing,"New York, NY",21,Richard A. Johnson,3.56,29568,7151,520,https://fortunedotcom.files.wordpress.com/2015/05/476783981.jpg?quality=80&w=462&h=260&crop=1,http://www.footlocker-inc.com,NY
